rank,TABLE_NAME,fulldate,daypart,monthpart,yearpart,monthnum,daynum,yearnum,TABLE_ROWS
2885,fo14aug2012bhav,14aug2012,14,aug,2012,8,14,2012,28133
2886,fo16aug2012bhav,16aug2012,16,aug,2012,8,16,2012,27980
2887,fo17aug2012bhav,17aug2012,17,aug,2012,8,17,2012,28234
2888,fo21aug2012bhav,21aug2012,21,aug,2012,8,21,2012,28147
2889,fo22aug2012bhav,22aug2012,22,aug,2012,8,22,2012,28192
2890,fo23aug2012bhav,23aug2012,23,aug,2012,8,23,2012,28448
2891,fo24aug2012bhav,24aug2012,24,aug,2012,8,24,2012,28409
2892,fo27aug2012bhav,27aug2012,27,aug,2012,8,27,2012,28310
2893,fo28aug2012bhav,28aug2012,28,aug,2012,8,28,2012,28608
2894,fo29aug2012bhav,29aug2012,29,aug,2012,8,29,2012,28439
2895,fo30aug2012bhav,30aug2012,30,aug,2012,8,30,2012,28710
2896,fo31aug2012bhav,31aug2012,31,aug,2012,8,31,2012,25692
2897,fo03sep2012bhav,03sep2012,03,sep,2012,9,3,2012,25552
2898,fo04sep2012bhav,04sep2012,04,sep,2012,9,4,2012,25755
2899,fo05sep2012bhav,05sep2012,05,sep,2012,9,5,2012,25958
2900,fo06sep2012bhav,06sep2012,06,sep,2012,9,6,2012,25792
2901,fo07sep2012bhav,07sep2012,07,sep,2012,9,7,2012,25958
2902,fo10sep2012bhav,10sep2012,10,sep,2012,9,10,2012,26021
2903,fo11sep2012bhav,11sep2012,11,sep,2012,9,11,2012,26148
2904,fo12sep2012bhav,12sep2012,12,sep,2012,9,12,2012,25322
2905,fo13sep2012bhav,13sep2012,13,sep,2012,9,13,2012,26096
2906,fo14sep2012bhav,14sep2012,14,sep,2012,9,14,2012,26249
2907,fo17sep2012bhav,17sep2012,17,sep,2012,9,17,2012,26338
2908,fo18sep2012bhav,18sep2012,18,sep,2012,9,18,2012,26413
2909,fo20sep2012bhav,20sep2012,20,sep,2012,9,20,2012,26488
2910,fo21sep2012bhav,21sep2012,21,sep,2012,9,21,2012,26553
2911,fo24sep2012bhav,24sep2012,24,sep,2012,9,24,2012,26347
2912,fo25sep2012bhav,25sep2012,25,sep,2012,9,25,2012,26579
2913,fo26sep2012bhav,26sep2012,26,sep,2012,9,26,2012,26641
2914,fo27sep2012bhav,27sep2012,27,sep,2012,9,27,2012,26681
2915,fo28sep2012bhav,28sep2012,28,sep,2012,9,28,2012,23264
2916,fo01oct2012bhav,01oct2012,01,oct,2012,10,1,2012,23434
2917,fo03oct2012bhav,03oct2012,03,oct,2012,10,3,2012,23579
2918,fo04oct2012bhav,04oct2012,04,oct,2012,10,4,2012,23751
2919,fo05oct2012bhav,05oct2012,05,oct,2012,10,5,2012,23676
2920,fo08oct2012bhav,08oct2012,08,oct,2012,10,8,2012,23859
2921,fo09oct2012bhav,09oct2012,09,oct,2012,10,9,2012,23847
2922,fo10oct2012bhav,10oct2012,10,oct,2012,10,10,2012,23977
2923,fo11oct2012bhav,11oct2012,11,oct,2012,10,11,2012,23989
2924,fo12oct2012bhav,12oct2012,12,oct,2012,10,12,2012,23836
2925,fo15oct2012bhav,15oct2012,15,oct,2012,10,15,2012,23972
2926,fo16oct2012bhav,16oct2012,16,oct,2012,10,16,2012,23948
2927,fo17oct2012bhav,17oct2012,17,oct,2012,10,17,2012,24008
2928,fo18oct2012bhav,18oct2012,18,oct,2012,10,18,2012,23877
2929,fo19oct2012bhav,19oct2012,19,oct,2012,10,19,2012,24026
2930,fo22oct2012bhav,22oct2012,22,oct,2012,10,22,2012,23948
2931,fo23oct2012bhav,23oct2012,23,oct,2012,10,23,2012,23960
2932,fo25oct2012bhav,25oct2012,25,oct,2012,10,25,2012,23996
2933,fo26oct2012bhav,26oct2012,26,oct,2012,10,26,2012,22624
2934,fo29oct2012bhav,29oct2012,29,oct,2012,10,29,2012,22792
2935,fo30oct2012bhav,30oct2012,30,oct,2012,10,30,2012,22882
2936,fo31oct2012bhav,31oct2012,31,oct,2012,10,31,2012,22792
2937,fo01nov2012bhav,01nov2012,01,nov,2012,11,1,2012,22916
2938,fo02nov2012bhav,02nov2012,02,nov,2012,11,2,2012,22803
2939,fo05nov2012bhav,05nov2012,05,nov,2012,11,5,2012,22871
2940,fo06nov2012bhav,06nov2012,06,nov,2012,11,6,2012,22905
2941,fo07nov2012bhav,07nov2012,07,nov,2012,11,7,2012,22870
2942,fo08nov2012bhav,08nov2012,08,nov,2012,11,8,2012,22370
2943,fo09nov2012bhav,09nov2012,09,nov,2012,11,9,2012,22572
2944,fo12nov2012bhav,12nov2012,12,nov,2012,11,12,2012,23243
2945,fo13nov2012bhav,13nov2012,13,nov,2012,11,13,2012,23094
2946,fo15nov2012bhav,15nov2012,15,nov,2012,11,15,2012,23254
2947,fo16nov2012bhav,16nov2012,16,nov,2012,11,16,2012,23333
2948,fo19nov2012bhav,19nov2012,19,nov,2012,11,19,2012,22602
2949,fo20nov2012bhav,20nov2012,20,nov,2012,11,20,2012,23299
2950,fo21nov2012bhav,21nov2012,21,nov,2012,11,21,2012,22643
2951,fo22nov2012bhav,22nov2012,22,nov,2012,11,22,2012,23411
2952,fo23nov2012bhav,23nov2012,23,nov,2012,11,23,2012,23365
2953,fo26nov2012bhav,26nov2012,26,nov,2012,11,26,2012,23227
2954,fo27nov2012bhav,27nov2012,27,nov,2012,11,27,2012,23486
2955,fo29nov2012bhav,29nov2012,29,nov,2012,11,29,2012,23598
2956,fo30nov2012bhav,30nov2012,30,nov,2012,11,30,2012,22341
2957,fo03dec2012bhav,03dec2012,03,dec,2012,12,3,2012,22388
2958,fo04dec2012bhav,04dec2012,04,dec,2012,12,4,2012,21867
2959,fo05dec2012bhav,05dec2012,05,dec,2012,12,5,2012,22567
2960,fo06dec2012bhav,06dec2012,06,dec,2012,12,6,2012,22185
2961,fo07dec2012bhav,07dec2012,07,dec,2012,12,7,2012,22362
2962,fo10dec2012bhav,10dec2012,10,dec,2012,12,10,2012,22905
2963,fo11dec2012bhav,11dec2012,11,dec,2012,12,11,2012,22858
2964,fo12dec2012bhav,12dec2012,12,dec,2012,12,12,2012,23039
2965,fo13dec2012bhav,13dec2012,13,dec,2012,12,13,2012,23119
2966,fo14dec2012bhav,14dec2012,14,dec,2012,12,14,2012,23130
2967,fo17dec2012bhav,17dec2012,17,dec,2012,12,17,2012,22811
2968,fo18dec2012bhav,18dec2012,18,dec,2012,12,18,2012,23039
2969,fo19dec2012bhav,19dec2012,19,dec,2012,12,19,2012,23163
2970,fo20dec2012bhav,20dec2012,20,dec,2012,12,20,2012,23356
2971,fo21dec2012bhav,21dec2012,21,dec,2012,12,21,2012,23345
2972,fo24dec2012bhav,24dec2012,24,dec,2012,12,24,2012,23300
2973,fo26dec2012bhav,26dec2012,26,dec,2012,12,26,2012,23048
2974,fo27dec2012bhav,27dec2012,27,dec,2012,12,27,2012,23106
2975,fo28dec2012bhav,28dec2012,28,dec,2012,12,28,2012,21985
2976,fo31dec2012bhav,31dec2012,31,dec,2012,12,31,2012,22140
2977,fo01jan2013bhav,01jan2013,01,jan,2013,1,1,2013,22108
2978,fo02jan2013bhav,02jan2013,02,jan,2013,1,2,2013,22442
2979,fo03jan2013bhav,03jan2013,03,jan,2013,1,3,2013,22332
2980,fo04jan2013bhav,04jan2013,04,jan,2013,1,4,2013,22656
2981,fo07jan2013bhav,07jan2013,07,jan,2013,1,7,2013,22646
2982,fo08jan2013bhav,08jan2013,08,jan,2013,1,8,2013,22008
2983,fo09jan2013bhav,09jan2013,09,jan,2013,1,9,2013,22207
2984,fo10jan2013bhav,10jan2013,10,jan,2013,1,10,2013,22961
2985,fo11jan2013bhav,11jan2013,11,jan,2013,1,11,2013,22984
2986,fo14jan2013bhav,14jan2013,14,jan,2013,1,14,2013,22859
2987,fo15jan2013bhav,15jan2013,15,jan,2013,1,15,2013,22983
2988,fo16jan2013bhav,16jan2013,16,jan,2013,1,16,2013,23106
2989,fo17jan2013bhav,17jan2013,17,jan,2013,1,17,2013,23209
2990,fo18jan2013bhav,18jan2013,18,jan,2013,1,18,2013,23342
2991,fo21jan2013bhav,21jan2013,21,jan,2013,1,21,2013,23377
2992,fo22jan2013bhav,22jan2013,22,jan,2013,1,22,2013,23466
2993,fo23jan2013bhav,23jan2013,23,jan,2013,1,23,2013,23002
2994,fo24jan2013bhav,24jan2013,24,jan,2013,1,24,2013,23463
2995,fo25jan2013bhav,25jan2013,25,jan,2013,1,25,2013,23602
2996,fo28jan2013bhav,28jan2013,28,jan,2013,1,28,2013,23614
2997,fo29jan2013bhav,29jan2013,29,jan,2013,1,29,2013,23509
2998,fo30jan2013bhav,30jan2013,30,jan,2013,1,30,2013,23786
2999,fo31jan2013bhav,31jan2013,31,jan,2013,1,31,2013,23645
3000,fo01feb2013bhav,01feb2013,01,feb,2013,2,1,2013,22589
3001,fo04feb2013bhav,04feb2013,04,feb,2013,2,4,2013,22534
3002,fo05feb2013bhav,05feb2013,05,feb,2013,2,5,2013,22635
3003,fo06feb2013bhav,06feb2013,06,feb,2013,2,6,2013,22702
3004,fo07feb2013bhav,07feb2013,07,feb,2013,2,7,2013,22747
3005,fo08feb2013bhav,08feb2013,08,feb,2013,2,8,2013,22758
3006,fo11feb2013bhav,11feb2013,11,feb,2013,2,11,2013,22803
3007,fo12feb2013bhav,12feb2013,12,feb,2013,2,12,2013,22702
3008,fo13feb2013bhav,13feb2013,13,feb,2013,2,13,2013,22950
3009,fo14feb2013bhav,14feb2013,14,feb,2013,2,14,2013,23006
3010,fo15feb2013bhav,15feb2013,15,feb,2013,2,15,2013,23107
3011,fo18feb2013bhav,18feb2013,18,feb,2013,2,18,2013,23107
3012,fo19feb2013bhav,19feb2013,19,feb,2013,2,19,2013,23142
3013,fo20feb2013bhav,20feb2013,20,feb,2013,2,20,2013,22879
3014,fo21feb2013bhav,21feb2013,21,feb,2013,2,21,2013,23039
3015,fo22feb2013bhav,22feb2013,22,feb,2013,2,22,2013,22556
3016,fo25feb2013bhav,25feb2013,25,feb,2013,2,25,2013,23253
3017,fo26feb2013bhav,26feb2013,26,feb,2013,2,26,2013,23230
3018,fo27feb2013bhav,27feb2013,27,feb,2013,2,27,2013,23400
3019,fo28feb2013bhav,28feb2013,28,feb,2013,2,28,2013,23365
3020,fo01mar2013bhav,01mar2013,01,mar,2013,3,1,2013,22612
3021,fo04mar2013bhav,04mar2013,04,mar,2013,3,4,2013,22601
3022,fo05mar2013bhav,05mar2013,05,mar,2013,3,5,2013,22624
3023,fo06mar2013bhav,06mar2013,06,mar,2013,3,6,2013,22601
3024,fo07mar2013bhav,07mar2013,07,mar,2013,3,7,2013,22185
3025,fo08mar2013bhav,08mar2013,08,mar,2013,3,8,2013,22680
3026,fo11mar2013bhav,11mar2013,11,mar,2013,3,11,2013,22916
3027,fo12mar2013bhav,12mar2013,12,mar,2013,3,12,2013,22893
3028,fo13mar2013bhav,13mar2013,13,mar,2013,3,13,2013,22826
3029,fo14mar2013bhav,14mar2013,14,mar,2013,3,14,2013,22950
3030,fo15mar2013bhav,15mar2013,15,mar,2013,3,15,2013,22870
3031,fo18mar2013bhav,18mar2013,18,mar,2013,3,18,2013,22263
3032,fo19mar2013bhav,19mar2013,19,mar,2013,3,19,2013,22882
3033,fo20mar2013bhav,20mar2013,20,mar,2013,3,20,2013,22881
3034,fo21mar2013bhav,21mar2013,21,mar,2013,3,21,2013,23331
3035,fo22mar2013bhav,22mar2013,22,mar,2013,3,22,2013,23374
3036,fo25mar2013bhav,25mar2013,25,mar,2013,3,25,2013,23602
3037,fo26mar2013bhav,26mar2013,26,mar,2013,3,26,2013,23439
3038,fo28mar2013bhav,28mar2013,28,mar,2013,3,28,2013,23614
3039,fo01apr2013bhav,01apr2013,01,apr,2013,4,1,2013,29160
3040,fo02apr2013bhav,02apr2013,02,apr,2013,4,2,2013,28362
3041,fo03apr2013bhav,03apr2013,03,apr,2013,4,3,2013,28779
3042,fo04apr2013bhav,04apr2013,04,apr,2013,4,4,2013,29638
3043,fo05apr2013bhav,05apr2013,05,apr,2013,4,5,2013,32902
3044,fo08apr2013bhav,08apr2013,08,apr,2013,4,8,2013,32772
3045,fo09apr2013bhav,09apr2013,09,apr,2013,4,9,2013,32918
3046,fo10apr2013bhav,10apr2013,10,apr,2013,4,10,2013,32934
3047,fo11apr2013bhav,11apr2013,11,apr,2013,4,11,2013,32724
3048,fo12apr2013bhav,12apr2013,12,apr,2013,4,12,2013,32707
3049,fo15apr2013bhav,15apr2013,15,apr,2013,4,15,2013,32938
3050,fo16apr2013bhav,16apr2013,16,apr,2013,4,16,2013,32857
3051,fo17apr2013bhav,17apr2013,17,apr,2013,4,17,2013,32792
3052,fo18apr2013bhav,18apr2013,18,apr,2013,4,18,2013,32662
3053,fo22apr2013bhav,22apr2013,22,apr,2013,4,22,2013,32110
3054,fo23apr2013bhav,23apr2013,23,apr,2013,4,23,2013,32974
3055,fo25apr2013bhav,25apr2013,25,apr,2013,4,25,2013,33108
3056,fo26apr2013bhav,26apr2013,26,apr,2013,4,26,2013,30446
3057,fo29apr2013bhav,29apr2013,29,apr,2013,4,29,2013,30286
3058,fo30apr2013bhav,30apr2013,30,apr,2013,4,30,2013,30820
3059,fo02may2013bhav,02may2013,02,may,2013,5,2,2013,31059
3060,fo03may2013bhav,03may2013,03,may,2013,5,3,2013,31022
3061,fo06may2013bhav,06may2013,06,may,2013,5,6,2013,30914
3062,fo07may2013bhav,07may2013,07,may,2013,5,7,2013,31123
3063,fo08may2013bhav,08may2013,08,may,2013,5,8,2013,31085
3064,fo09may2013bhav,09may2013,09,may,2013,5,9,2013,31294
3065,fo10may2013bhav,10may2013,10,may,2013,5,10,2013,31139
3066,fo13may2013bhav,13may2013,13,may,2013,5,13,2013,31426
3067,fo14may2013bhav,14may2013,14,may,2013,5,14,2013,31457
3068,fo15may2013bhav,15may2013,15,may,2013,5,15,2013,30555
3069,fo16may2013bhav,16may2013,16,may,2013,5,16,2013,31628
3070,fo17may2013bhav,17may2013,17,may,2013,5,17,2013,31745
3071,fo20may2013bhav,20may2013,20,may,2013,5,20,2013,31785
3072,fo21may2013bhav,21may2013,21,may,2013,5,21,2013,31651
3073,fo22may2013bhav,22may2013,22,may,2013,5,22,2013,31682
3074,fo23may2013bhav,23may2013,23,may,2013,5,23,2013,31729
3075,fo24may2013bhav,24may2013,24,may,2013,5,24,2013,31720
3076,fo27may2013bhav,27may2013,27,may,2013,5,27,2013,31783
3077,fo28may2013bhav,28may2013,28,may,2013,5,28,2013,31783
3078,fo29may2013bhav,29may2013,29,may,2013,5,29,2013,32019
3079,fo30may2013bhav,30may2013,30,may,2013,5,30,2013,31878
3080,fo31may2013bhav,31may2013,31,may,2013,5,31,2013,28941
3081,fo03jun2013bhav,03jun2013,03,jun,2013,6,3,2013,28928
3082,fo04jun2013bhav,04jun2013,04,jun,2013,6,4,2013,28914
3083,fo05jun2013bhav,05jun2013,05,jun,2013,6,5,2013,28743
3084,fo06jun2013bhav,06jun2013,06,jun,2013,6,6,2013,28871
3085,fo07jun2013bhav,07jun2013,07,jun,2013,6,7,2013,29101
3086,fo10jun2013bhav,10jun2013,10,jun,2013,6,10,2013,29001
3087,fo11jun2013bhav,11jun2013,11,jun,2013,6,11,2013,29188
3088,fo12jun2013bhav,12jun2013,12,jun,2013,6,12,2013,29362
3089,fo13jun2013bhav,13jun2013,13,jun,2013,6,13,2013,29463
3090,fo14jun2013bhav,14jun2013,14,jun,2013,6,14,2013,29333
3091,fo17jun2013bhav,17jun2013,17,jun,2013,6,17,2013,29464
3092,fo18jun2013bhav,18jun2013,18,jun,2013,6,18,2013,29290
3093,fo19jun2013bhav,19jun2013,19,jun,2013,6,19,2013,29304
3094,fo20jun2013bhav,20jun2013,20,jun,2013,6,20,2013,29348
3095,fo21jun2013bhav,21jun2013,21,jun,2013,6,21,2013,29623
3096,fo24jun2013bhav,24jun2013,24,jun,2013,6,24,2013,29332
3097,fo25jun2013bhav,25jun2013,25,jun,2013,6,25,2013,29534
3098,fo26jun2013bhav,26jun2013,26,jun,2013,6,26,2013,29767
3099,fo27jun2013bhav,27jun2013,27,jun,2013,6,27,2013,29824
3100,fo28jun2013bhav,28jun2013,28,jun,2013,6,28,2013,27986
3101,fo01jul2013bhav,01jul2013,01,jul,2013,7,1,2013,28067
3102,fo02jul2013bhav,02jul2013,02,jul,2013,7,2,2013,27314
3103,fo03jul2013bhav,03jul2013,03,jul,2013,7,3,2013,28192
3104,fo04jul2013bhav,04jul2013,04,jul,2013,7,4,2013,28137
3105,fo05jul2013bhav,05jul2013,05,jul,2013,7,5,2013,28252
3106,fo08jul2013bhav,08jul2013,08,jul,2013,7,8,2013,28352
3107,fo09jul2013bhav,09jul2013,09,jul,2013,7,9,2013,28409
3108,fo10jul2013bhav,10jul2013,10,jul,2013,7,10,2013,28296
3109,fo11jul2013bhav,11jul2013,11,jul,2013,7,11,2013,28465
3110,fo12jul2013bhav,12jul2013,12,jul,2013,7,12,2013,28341
3111,fo15jul2013bhav,15jul2013,15,jul,2013,7,15,2013,28823
3112,fo16jul2013bhav,16jul2013,16,jul,2013,7,16,2013,28613
3113,fo17jul2013bhav,17jul2013,17,jul,2013,7,17,2013,28641
3114,fo18jul2013bhav,18jul2013,18,jul,2013,7,18,2013,28900
3115,fo19jul2013bhav,19jul2013,19,jul,2013,7,19,2013,29116
3116,fo22jul2013bhav,22jul2013,22,jul,2013,7,22,2013,28384
3117,fo23jul2013bhav,23jul2013,23,jul,2013,7,23,2013,29232
3118,fo24jul2013bhav,24jul2013,24,jul,2013,7,24,2013,29087
3119,fo25jul2013bhav,25jul2013,25,jul,2013,7,25,2013,28710
3120,fo26jul2013bhav,26jul2013,26,jul,2013,7,26,2013,26831
3121,fo29jul2013bhav,29jul2013,29,jul,2013,7,29,2013,26972
3122,fo30jul2013bhav,30jul2013,30,jul,2013,7,30,2013,27228
3123,fo31jul2013bhav,31jul2013,31,jul,2013,7,31,2013,27506
3124,fo01aug2013bhav,01aug2013,01,aug,2013,8,1,2013,27559
3125,fo02aug2013bhav,02aug2013,02,aug,2013,8,2,2013,27820
3126,fo05aug2013bhav,05aug2013,05,aug,2013,8,5,2013,28322
3127,fo06aug2013bhav,06aug2013,06,aug,2013,8,6,2013,28350
3128,fo07aug2013bhav,07aug2013,07,aug,2013,8,7,2013,28738
3129,fo08aug2013bhav,08aug2013,08,aug,2013,8,8,2013,28653
3130,fo12aug2013bhav,12aug2013,12,aug,2013,8,12,2013,28755
3131,fo13aug2013bhav,13aug2013,13,aug,2013,8,13,2013,28797
3132,fo14aug2013bhav,14aug2013,14,aug,2013,8,14,2013,28712
3133,fo16aug2013bhav,16aug2013,16,aug,2013,8,16,2013,28884
3134,fo19aug2013bhav,19aug2013,19,aug,2013,8,19,2013,28941
3135,fo20aug2013bhav,20aug2013,20,aug,2013,8,20,2013,28269
3136,fo21aug2013bhav,21aug2013,21,aug,2013,8,21,2013,29275
3137,fo22aug2013bhav,22aug2013,22,aug,2013,8,22,2013,29391
3138,fo23aug2013bhav,23aug2013,23,aug,2013,8,23,2013,29290
3139,fo26aug2013bhav,26aug2013,26,aug,2013,8,26,2013,29189
3140,fo27aug2013bhav,27aug2013,27,aug,2013,8,27,2013,29116
3141,fo28aug2013bhav,28aug2013,28,aug,2013,8,28,2013,29319
3142,fo29aug2013bhav,29aug2013,29,aug,2013,8,29,2013,29433
3143,fo30aug2013bhav,30aug2013,30,aug,2013,8,30,2013,26390
3144,fo02sep2013bhav,02sep2013,02,sep,2013,9,2,2013,26361
3145,fo03sep2013bhav,03sep2013,03,sep,2013,9,3,2013,26566
3146,fo04sep2013bhav,04sep2013,04,sep,2013,9,4,2013,26615
3147,fo05sep2013bhav,05sep2013,05,sep,2013,9,5,2013,26694
3148,fo06sep2013bhav,06sep2013,06,sep,2013,9,6,2013,26510
3149,fo10sep2013bhav,10sep2013,10,sep,2013,9,10,2013,26563
3150,fo11sep2013bhav,11sep2013,11,sep,2013,9,11,2013,26611
3151,fo12sep2013bhav,12sep2013,12,sep,2013,9,12,2013,26818
3152,fo13sep2013bhav,13sep2013,13,sep,2013,9,13,2013,26036
3153,fo16sep2013bhav,16sep2013,16,sep,2013,9,16,2013,26791
3154,fo17sep2013bhav,17sep2013,17,sep,2013,9,17,2013,26778
3155,fo18sep2013bhav,18sep2013,18,sep,2013,9,18,2013,26857
3156,fo19sep2013bhav,19sep2013,19,sep,2013,9,19,2013,26871
3157,fo20sep2013bhav,20sep2013,20,sep,2013,9,20,2013,26993
3158,fo23sep2013bhav,23sep2013,23,sep,2013,9,23,2013,26857
3159,fo24sep2013bhav,24sep2013,24,sep,2013,9,24,2013,26751
3160,fo25sep2013bhav,25sep2013,25,sep,2013,9,25,2013,26062
3161,fo26sep2013bhav,26sep2013,26,sep,2013,9,26,2013,26778
3162,fo27sep2013bhav,27sep2013,27,sep,2013,9,27,2013,24168
3163,fo30sep2013bhav,30sep2013,30,sep,2013,9,30,2013,24014
3164,fo01oct2013bhav,01oct2013,01,oct,2013,10,1,2013,24210
3165,fo03oct2013bhav,03oct2013,03,oct,2013,10,3,2013,24611
3166,fo04oct2013bhav,04oct2013,04,oct,2013,10,4,2013,24761
3167,fo07oct2013bhav,07oct2013,07,oct,2013,10,7,2013,24717
3168,fo08oct2013bhav,08oct2013,08,oct,2013,10,8,2013,24708
3169,fo09oct2013bhav,09oct2013,09,oct,2013,10,9,2013,24892
3170,fo10oct2013bhav,10oct2013,10,oct,2013,10,10,2013,24759
3171,fo11oct2013bhav,11oct2013,11,oct,2013,10,11,2013,25033
3172,fo14oct2013bhav,14oct2013,14,oct,2013,10,14,2013,25072
3173,fo15oct2013bhav,15oct2013,15,oct,2013,10,15,2013,25111
3174,fo17oct2013bhav,17oct2013,17,oct,2013,10,17,2013,25186
3175,fo18oct2013bhav,18oct2013,18,oct,2013,10,18,2013,25476
3176,fo21oct2013bhav,21oct2013,21,oct,2013,10,21,2013,25463
3177,fo22oct2013bhav,22oct2013,22,oct,2013,10,22,2013,25489
3178,fo23oct2013bhav,23oct2013,23,oct,2013,10,23,2013,25553
3179,fo24oct2013bhav,24oct2013,24,oct,2013,10,24,2013,25603
3180,fo25oct2013bhav,25oct2013,25,oct,2013,10,25,2013,25641
3181,fo28oct2013bhav,28oct2013,28,oct,2013,10,28,2013,25793
3182,fo29oct2013bhav,29oct2013,29,oct,2013,10,29,2013,25755
3183,fo30oct2013bhav,30oct2013,30,oct,2013,10,30,2013,25831
3184,fo31oct2013bhav,31oct2013,31,oct,2013,10,31,2013,25908
3185,fo01nov2013bhav,01nov2013,01,nov,2013,11,1,2013,22758
3186,fo05nov2013bhav,05nov2013,05,nov,2013,11,5,2013,22370
3187,fo06nov2013bhav,06nov2013,06,nov,2013,11,6,2013,23163
3188,fo07nov2013bhav,07nov2013,07,nov,2013,11,7,2013,23287
3189,fo08nov2013bhav,08nov2013,08,nov,2013,11,8,2013,23299
3190,fo11nov2013bhav,11nov2013,11,nov,2013,11,11,2013,23307
3191,fo12nov2013bhav,12nov2013,12,nov,2013,11,12,2013,23354
3192,fo13nov2013bhav,13nov2013,13,nov,2013,11,13,2013,23434
3193,fo14nov2013bhav,14nov2013,14,nov,2013,11,14,2013,23536
3194,fo18nov2013bhav,18nov2013,18,nov,2013,11,18,2013,22910
3195,fo19nov2013bhav,19nov2013,19,nov,2013,11,19,2013,23637
3196,fo20nov2013bhav,20nov2013,20,nov,2013,11,20,2013,23715
3197,fo21nov2013bhav,21nov2013,21,nov,2013,11,21,2013,23669
3198,fo22nov2013bhav,22nov2013,22,nov,2013,11,22,2013,23622
3199,fo25nov2013bhav,25nov2013,25,nov,2013,11,25,2013,23692
3200,fo26nov2013bhav,26nov2013,26,nov,2013,11,26,2013,23735
3201,fo27nov2013bhav,27nov2013,27,nov,2013,11,27,2013,23387
3202,fo28nov2013bhav,28nov2013,28,nov,2013,11,28,2013,23960
3203,fo29nov2013bhav,29nov2013,29,nov,2013,11,29,2013,21121
3204,fo02dec2013bhav,02dec2013,02,dec,2013,12,2,2013,21667
3205,fo03dec2013bhav,03dec2013,03,dec,2013,12,3,2013,21768
3206,fo04dec2013bhav,04dec2013,04,dec,2013,12,4,2013,21725
3207,fo05dec2013bhav,05dec2013,05,dec,2013,12,5,2013,21924
3208,fo06dec2013bhav,06dec2013,06,dec,2013,12,6,2013,21762
3209,fo09dec2013bhav,09dec2013,09,dec,2013,12,9,2013,22014
3210,fo10dec2013bhav,10dec2013,10,dec,2013,12,10,2013,21592
3211,fo11dec2013bhav,11dec2013,11,dec,2013,12,11,2013,22253
3212,fo12dec2013bhav,12dec2013,12,dec,2013,12,12,2013,22497
3213,fo13dec2013bhav,13dec2013,13,dec,2013,12,13,2013,22276
3214,fo16dec2013bhav,16dec2013,16,dec,2013,12,16,2013,22455
3215,fo17dec2013bhav,17dec2013,17,dec,2013,12,17,2013,22488
3216,fo18dec2013bhav,18dec2013,18,dec,2013,12,18,2013,22043
3217,fo19dec2013bhav,19dec2013,19,dec,2013,12,19,2013,22645
3218,fo20dec2013bhav,20dec2013,20,dec,2013,12,20,2013,22635
3219,fo23dec2013bhav,23dec2013,23,dec,2013,12,23,2013,22444
3220,fo24dec2013bhav,24dec2013,24,dec,2013,12,24,2013,22511
3221,fo26dec2013bhav,26dec2013,26,dec,2013,12,26,2013,22691
3222,fo27dec2013bhav,27dec2013,27,dec,2013,12,27,2013,23895
3223,fo30dec2013bhav,30dec2013,30,dec,2013,12,30,2013,23984
3224,fo31dec2013bhav,31dec2013,31,dec,2013,12,31,2013,24008
3225,fo01jan2014bhav,01jan2014,01,jan,2014,1,1,2014,24133
3226,fo02jan2014bhav,02jan2014,02,jan,2014,1,2,2014,24097
3227,fo03jan2014bhav,03jan2014,03,jan,2014,1,3,2014,24306
3228,fo06jan2014bhav,06jan2014,06,jan,2014,1,6,2014,24127
3229,fo07jan2014bhav,07jan2014,07,jan,2014,1,7,2014,24276
3230,fo08jan2014bhav,08jan2014,08,jan,2014,1,8,2014,24533
3231,fo09jan2014bhav,09jan2014,09,jan,2014,1,9,2014,23786
3232,fo10jan2014bhav,10jan2014,10,jan,2014,1,10,2014,24454
3233,fo13jan2014bhav,13jan2014,13,jan,2014,1,13,2014,24502
3234,fo14jan2014bhav,14jan2014,14,jan,2014,1,14,2014,24518
3235,fo15jan2014bhav,15jan2014,15,jan,2014,1,15,2014,24753
3236,fo16jan2014bhav,16jan2014,16,jan,2014,1,16,2014,24692
3237,fo17jan2014bhav,17jan2014,17,jan,2014,1,17,2014,24717
3238,fo20jan2014bhav,20jan2014,20,jan,2014,1,20,2014,24745
3239,fo21jan2014bhav,21jan2014,21,jan,2014,1,21,2014,24809
3240,fo22jan2014bhav,22jan2014,22,jan,2014,1,22,2014,24846
3241,fo23jan2014bhav,23jan2014,23,jan,2014,1,23,2014,25144
3242,fo24jan2014bhav,24jan2014,24,jan,2014,1,24,2014,24971
3243,fo27jan2014bhav,27jan2014,27,jan,2014,1,27,2014,24934
3244,fo28jan2014bhav,28jan2014,28,jan,2014,1,28,2014,25122
3245,fo29jan2014bhav,29jan2014,29,jan,2014,1,29,2014,25261
3246,fo30jan2014bhav,30jan2014,30,jan,2014,1,30,2014,25261
3247,fo31jan2014bhav,31jan2014,31,jan,2014,1,31,2014,24276
3248,fo03feb2014bhav,03feb2014,03,feb,2014,2,3,2014,24288
3249,fo04feb2014bhav,04feb2014,04,feb,2014,2,4,2014,24312
3250,fo05feb2014bhav,05feb2014,05,feb,2014,2,5,2014,24353
3251,fo06feb2014bhav,06feb2014,06,feb,2014,2,6,2014,23931
3252,fo07feb2014bhav,07feb2014,07,feb,2014,2,7,2014,24341
